N,P,K,pH,Humidity,Rainfall,Temp_Jan,Temp_Feb,Temp_Mar,Temp_Apr,Temp_May,Temp_Jun,Temp_Jul,Temp_Aug,Temp_Sep,Temp_Oct,Temp_Nov,Temp_Dec,Soil_Type,Target
80.33697681853188,60.47533219840998,34.42596623272097,6.5073075320558456,71.4468520562002,222.95197942091164,28.4,29.2,29.4,29.4,30.8,29.4,23.1,27.1,25.2,24.1,24.3,27.4,Alluvial,cotton
20.4814659678646,29.288559370299623,9.589523306830253,6.212221131746164,80.3343367861243,89.79467288099126,18.5,20.5,23.6,29.8,32.8,33.9,27.1,26.5,28.4,23.5,26.1,17.4,Arid,coconut
27.495497450428534,15.04072231429267,33.676946124277954,6.898746238059534,80.07956188278231,117.84390258660171,16.0,20.4,20.7,28.2,30.8,28.6,30.3,27.8,29.9,24.4,22.1,15.7,Alluvial,papaya
22.219151611230743,11.165681944096256,11.012393549864921,7.097584944764266,90.78081623758584,81.21251716165266,28.9,29.0,30.7,30.8,32.4,27.0,28.2,21.9,24.5,26.3,26.9,24.2,Black,orange
116.9519540555049,118.20487171424861,174.3591342307767,5.678680501550996,64.4814696216968,108.49786257195358,1.2,3.5,4.8,10.5,15.2,13.7,12.0,11.1,12.8,5.0,7.1,4.0,Forest,apple
113.54400920664185,18.773711895810163,43.653204802690674,6.172776130450192,22.14262706960602,55.700084527189574,1.4,3.0,8.5,10.9,15.0,14.8,14.7,16.8,13.6,11.6,5.9,4.7,Arid,muskmelon
93.40510517335086,14.200985244073575,45.8835649608943,7.017305525894015,21.60033233547737,45.63618684930487,19.3,19.9,28.4,29.7,36.8,28.4,29.4,31.0,29.2,25.5,23.2,18.7,Laterite,watermelon
79.46789582394248,16.274968378930502,42.7621929639625,5.417110496181824,67.78760860774094,69.55562837870508,28.6,31.1,30.3,32.1,28.1,25.0,32.0,25.0,27.0,27.8,28.1,24.3,Alluvial,grapes
9.517720159542396,9.124186045271488,14.85982636080041,5.3632575615968445,57.73682566467775,162.27180632625272,18.7,22.2,27.3,29.0,37.4,33.5,27.9,28.4,29.4,25.0,23.6,14.9,Alluvial,mango
110.02996972789725,76.91646142822509,49.617322905973275,5.461962321105111,79.74187517741467,112.35991896269371,13.8,19.7,27.6,29.5,37.6,31.2,27.8,26.2,27.7,29.5,22.0,16.0,Forest,banana
17.66721479475694,21.084845425218603,44.15437048382684,6.647126303050535,19.54829725647641,63.24147433166213,27.2,22.8,28.9,29.3,29.1,24.2,29.1,23.5,28.1,24.1,22.3,27.1,Forest,pomegranate
20.729353404276367,70.20723626402291,84.25877990617667,6.248850010036581,20.192874266531934,91.23666173809544,17.2,19.8,29.2,30.6,36.3,32.9,29.6,30.6,29.6,26.7,25.4,19.5,Forest,lentil
34.801048016379305,64.94514530513334,85.6765744175861,5.793696425065657,63.779590317618,87.20946356295222,0.4,0.5,6.2,11.6,10.9,18.6,13.1,17.1,13.7,13.2,9.5,6.2,Laterite,blackgram
22.280481040864267,46.36721089900644,21.763220103267543,7.172265584623602,45.40203138715064,44.71476203705476,14.2,18.9,24.7,30.7,34.3,30.5,27.5,27.0,29.3,23.3,21.9,16.7,Black,mungbean
19.941743586416045,43.76910312896504,21.38930371921189,6.720802683154002,47.208326471942144,47.789097480934416,18.3,19.4,23.3,33.2,34.5,30.8,29.1,29.0,27.6,25.0,22.0,18.4,Forest,mothbeans
21.746556100316198,61.950066797266174,72.473254556781,6.554550658702868,68.61330447235129,165.62714972582137,15.4,17.4,22.3,31.5,32.8,27.1,29.1,29.7,29.9,23.6,25.1,19.5,Arid,pigeonpeas
21.68805136742792,68.53159032418512,77.27198394699884,6.214383317007277,61.89224162188905,82.89910198007789,25.9,26.8,27.7,26.1,34.0,22.9,24.4,24.3,25.2,23.1,22.3,24.9,Laterite,kidneybeans
17.752392549648228,74.23119388019745,84.7024035392682,5.001241733019639,19.52469899209091,78.9867929419649,18.2,22.6,25.8,29.0,37.6,33.2,28.9,32.2,27.8,28.1,23.3,18.6,Arid,chickpea
94.78603391361344,45.27163465286847,21.08058414540157,6.333078292209331,63.50952721225437,147.25746866823846,-0.0,0.1,8.0,13.2,14.1,14.1,15.3,16.2,17.6,9.2,4.1,4.2,Alluvial,coffee
80.45940372689645,45.411857550150344,45.98542279682915,6.245144619895162,76.81279367847289,208.16415131254203,20.5,25.1,27.0,27.0,28.5,24.6,26.4,26.4,26.2,23.9,20.9,27.5,Laterite,rice
79.94587124004394,61.610673047613886,38.59934251017102,6.856038954470488,81.14809053726088,218.0942152229578,-0.4,1.7,8.7,9.8,16.9,17.4,12.5,14.3,16.4,12.9,5.4,1.5,Laterite,maize
54.501704189137804,50.609359899016525,41.824225844902685,8.475158547285936,72.49846994615795,248.7310095877883,28.2,26.4,29.6,28.2,30.4,27.3,24.1,24.5,26.2,22.8,25.0,27.2,Red,jute
75.34943263745157,65.9893046616982,34.56605977507311,6.681505960620113,80.69673056805507,247.6658934200539,22.1,19.3,26.4,37.0,34.1,35.7,29.4,31.8,36.2,25.9,28.4,22.3,Forest,cotton
17.659441380440263,32.66028468153017,9.767070422415173,5.288673576155759,97.11229197436626,110.35870224186932,19.5,20.5,26.3,32.2,35.1,30.5,27.5,31.1,30.2,26.8,25.0,19.7,Laterite,coconut
31.257926306453495,13.324307942434174,31.927932866407755,6.403742659698528,85.23616558346558,120.15856506417242,22.3,21.8,25.5,34.4,38.4,34.9,28.2,32.1,32.7,23.2,30.7,14.9,Arid,papaya
20.624407672253415,10.127530651467625,9.096365143106087,5.419511453718651,84.35615302748737,81.52229092347875,24.6,27.2,25.7,31.5,29.4,25.8,20.7,22.8,21.1,23.8,19.9,27.0,Arid,orange
131.83765898183333,130.82427637373019,193.16632764565068,5.896928635186085,55.7850241449672,91.97046604169101,21.7,20.9,30.4,36.4,35.5,32.7,31.9,27.4,33.4,23.9,18.4,17.0,Arid,apple
110.66848050922755,18.769892759700454,54.101828723408914,6.572051940735957,18.24406020501714,51.375557890283886,0.6,2.5,8.7,10.1,12.1,17.1,12.4,11.9,13.5,10.1,4.4,4.8,Red,muskmelon
100.16270448623348,17.054907557914262,43.16107053854032,6.472247720906377,26.3720437770544,45.892406583764675,16.4,24.0,29.2,33.5,36.8,32.6,26.8,31.6,27.6,26.1,25.2,19.1,Arid,watermelon
67.13794507479932,15.096934796124946,39.88387367711296,6.342963542266496,68.91480804587712,60.97856355298757,19.2,18.6,30.4,36.3,38.9,31.9,31.2,29.1,29.4,28.5,26.8,17.6,Arid,grapes
49.42584857505392,48.23958927789207,62.305831505867324,12.637081076871045,11.660902132583884,647.2227851529831,23.2,26.0,27.8,28.4,28.3,22.4,23.7,22.3,24.9,24.8,22.9,25.8,Laterite,mango
92.40108672015161,89.10473985463216,54.72711336367701,5.407734307787157,87.99660343067124,100.46768207796984,27.6,27.9,28.4,31.6,30.6,30.6,21.8,23.7,25.6,26.9,27.1,23.0,Black,banana
18.625271589608822,22.772628113910216,36.354985779156415,6.092536039097533,19.396946632947557,78.39557457654695,17.2,18.6,18.8,31.5,35.9,31.8,30.8,30.1,28.0,27.2,20.7,15.1,Red,pomegranate
19.513361034191043,65.92349839295491,91.18573800343063,7.321669378762244,21.188841649976755,99.23457621267309,-0.9,1.2,7.1,13.6,12.9,16.9,15.5,16.8,13.1,12.8,3.5,0.1,Red,lentil
44.20762989401404,58.16923783838012,82.64026827676382,6.257299953622647,63.67732988223931,96.45041237052905,23.2,27.5,27.5,25.8,28.3,20.5,27.1,21.9,22.9,22.0,20.7,28.7,Alluvial,blackgram
20.814872342003966,44.88969726210597,20.588174896517582,6.914911932352414,37.025080890267134,52.26381789694206,19.3,22.1,28.5,28.5,33.9,33.4,30.0,31.2,28.8,28.2,23.7,20.3,Black,mungbean
19.154606058561093,36.779929591020945,20.728461062187705,6.467034477381154,51.58487545648129,48.53748333451542,20.5,20.7,26.5,32.8,36.4,32.9,28.9,26.3,29.1,24.6,24.9,14.3,Arid,mothbeans
22.267566546752843,381.51596153659733,81.379251123722,2.032109383737748,15.213651325933851,152.78906582315565,4.3,-0.4,7.0,9.3,14.5,17.2,15.9,14.6,13.0,11.8,5.7,4.3,Red,pigeonpeas
20.861560155019276,77.56780350220471,77.69909260840706,5.312810004775451,56.27064110081021,85.17925857569345,15.7,17.4,27.4,31.0,34.5,29.0,28.7,27.7,23.8,24.0,23.5,16.0,Forest,kidneybeans
18.716772730073412,66.03454355145847,88.05443007698379,6.221347824890607,21.61605653023621,83.72891718526421,16.7,21.6,24.2,36.2,36.3,29.3,29.4,32.7,34.2,27.2,26.2,17.4,Black,chickpea
